Farm ID,Soil Type,Soil pH,Organic Matter (%),Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Temperature (°C),Rainfall (mm),Crop Recommended
459,Clayey,7.1,2.8,26,19,32,28,800,Mustard
460,Sandy,6.2,3.2,18,14,25,26,862,Wheat
461,Clayey,6.8,3.2,18,18,30,28,819,Wheat
462,Loamy,6.2,2.2,21,13,32,25,753,Rice
463,Loamy,6.3,2.6,23,17,31,30,771,Rice
464,Loamy,7.3,1.9,24,14,33,27,791,Wheat
465,Clayey,6.1,2.3,19,11,32,26,883,Sugarcane
466,Clayey,7.4,2.2,22,11,28,30,820,Mustard
467,Clayey,6.2,2.0,28,19,27,27,844,Rice
468,Loamy,7.0,3.5,20,17,29,26,897,Sugarcane
469,Clayey,7.5,2.4,24,17,26,26,869,Mustard
470,Clayey,7.2,2.5,18,16,33,26,787,Rice
471,Sandy,7.4,3.1,27,14,35,29,900,Mustard
472,Loamy,7.4,2.8,24,20,28,29,839,Sugarcane
473,Loamy,7.2,2.4,28,11,28,30,715,Rice
474,Loamy,6.2,3.0,23,19,31,29,782,Sugarcane
475,Sandy,7.2,1.8,26,16,30,25,724,Rice
476,Clayey,6.4,2.7,24,10,34,28,751,Wheat
477,Sandy,6.2,2.8,28,15,25,28,889,Wheat
478,Loamy,7.2,2.9,25,10,27,29,873,Bajra
479,Clayey,6.8,2.6,24,13,31,30,873,Bajra
480,Loamy,6.6,2.9,19,16,30,26,782,Sugarcane
481,Sandy,7.0,1.8,19,15,31,27,710,Bajra
482,Loamy,7.4,2.4,24,16,35,30,891,Rice
483,Sandy,7.0,2.5,30,10,33,28,791,Bajra
484,Clayey,6.6,3.3,21,14,32,29,875,Bajra
485,Loamy,6.0,1.7,24,18,30,27,834,Wheat
486,Sandy,6.1,2.9,23,18,25,25,816,Rice
487,Loamy,6.5,1.5,23,18,34,28,726,Sugarcane
488,Clayey,6.7,1.7,21,17,33,26,831,Sugarcane
489,Loamy,7.0,1.9,30,11,34,28,854,Mustard
490,Loamy,6.6,1.5,24,12,33,25,891,Wheat
491,Loamy,6.4,2.7,20,12,31,28,843,Mustard
492,Clayey,7.3,2.8,21,17,26,27,854,Bajra
493,Loamy,7.2,3.0,26,18,31,29,785,Bajra
494,Sandy,7.1,2.5,26,10,33,26,846,Rice
495,Clayey,6.9,2.9,29,16,30,28,715,Rice
496,Loamy,6.1,2.4,18,13,29,30,779,Bajra
497,Clayey,6.0,2.4,19,18,33,29,728,Bajra
498,Sandy,7.2,1.7,26,17,25,28,874,Mustard
499,Clayey,6.0,2.9,19,11,32,29,898,Bajra
500,Clayey,6.0,2.8,19,17,28,29,752,Sugarcane
501,Sandy,6.6,2.2,29,17,31,29,897,Wheat
502,Clayey,7.0,3.2,27,10,34,29,850,Rice
503,Clayey,6.3,2.6,25,13,27,26,786,Sugarcane
504,Sandy,7.4,3.1,27,19,28,26,785,Mustard
505,Clayey,6.9,2.3,25,16,28,30,808,Rice
506,Sandy,7.4,3.3,22,13,33,30,871,Cotton
507,Loamy,6.9,1.7,28,17,33,26,837,Sugarcane
508,Sandy,6.9,1.7,23,20,33,30,861,Mustard
509,Loamy,7.1,2.7,22,20,31,27,865,Bajra
510,Sandy,6.1,3.2,18,16,30,27,856,Mustard
511,Sandy,7.4,1.6,28,16,32,28,799,Mustard
512,Clayey,7.0,1.8,28,10,33,29,787,Cotton
513,Loamy,7.0,3.1,25,11,25,29,813,Wheat
514,Sandy,6.8,1.8,24,12,35,26,726,Wheat
515,Loamy,6.7,1.5,25,15,33,26,897,Wheat
516,Loamy,6.5,2.3,25,14,32,28,795,Mustard
517,Clayey,7.1,3.4,28,10,34,29,845,Wheat
518,Clayey,6.8,1.7,29,10,30,25,748,Rice
519,Sandy,7.4,1.6,23,20,28,29,818,Sugarcane
520,Loamy,6.1,2.0,21,11,29,28,767,Bajra
521,Sandy,6.5,1.6,20,10,25,29,817,Mustard
522,Clayey,7.1,3.2,23,11,30,25,854,Sugarcane
523,Sandy,7.0,2.1,25,13,29,25,796,Cotton
524,Clayey,7.4,2.1,29,13,30,30,848,Sugarcane
525,Sandy,7.4,2.0,22,20,30,30,811,Mustard
526,Sandy,6.3,3.1,22,20,29,26,769,Cotton
527,Sandy,6.2,3.2,28,17,35,28,716,Rice
528,Loamy,7.0,3.0,23,13,27,27,853,Rice
529,Loamy,6.1,3.1,24,13,34,25,803,Wheat
530,Clayey,6.6,2.9,27,12,27,29,787,Cotton
531,Sandy,7.0,3.2,23,19,25,29,802,Mustard
532,Sandy,6.2,1.9,28,20,35,25,862,Mustard
533,Loamy,6.2,1.6,27,17,28,29,846,Sugarcane
534,Sandy,7.3,2.2,30,16,29,30,786,Cotton
535,Clayey,6.3,2.5,30,16,25,27,832,Mustard
536,Sandy,6.6,3.5,28,10,27,28,781,Mustard
537,Sandy,6.7,1.9,20,12,35,26,726,Sugarcane
538,Loamy,7.2,1.5,29,16,26,29,820,Wheat
539,Sandy,6.8,2.5,23,11,35,27,838,Rice
540,Sandy,7.0,2.3,27,19,33,25,833,Wheat
541,Sandy,6.3,2.9,19,17,30,26,784,Bajra
542,Clayey,6.6,3.4,19,16,27,26,729,Wheat
543,Sandy,6.2,1.9,30,10,27,25,891,Rice
544,Sandy,7.3,1.5,23,15,25,25,828,Sugarcane
545,Sandy,6.1,3.1,29,12,25,29,833,Rice
546,Clayey,7.0,3.1,28,20,35,29,846,Rice
547,Loamy,6.5,2.6,24,11,25,30,879,Wheat
548,Clayey,7.4,2.3,19,18,27,26,791,Bajra
549,Loamy,6.9,3.1,19,17,25,27,857,Bajra
550,Loamy,6.2,2.2,28,10,31,30,731,Mustard
551,Clayey,6.1,3.2,23,10,26,27,747,Cotton
552,Sandy,6.4,3.0,25,17,27,26,878,Rice
553,Clayey,7.0,2.2,28,17,26,27,761,Sugarcane
554,Loamy,6.8,3.3,25,11,31,28,762,Bajra
555,Loamy,6.5,2.0,18,11,28,28,773,Mustard
556,Sandy,6.2,2.1,30,13,34,30,798,Cotton
557,Clayey,6.9,2.1,24,10,35,25,867,Wheat
558,Clayey,6.2,2.2,20,15,27,30,785,Cotton
559,Loamy,6.5,3.3,23,10,34,28,757,Cotton
560,Loamy,7.2,2.3,23,19,35,26,750,Mustard
561,Clayey,6.6,2.0,18,10,28,26,816,Rice
562,Clayey,6.3,1.7,18,15,33,27,878,Rice
563,Clayey,7.2,3.0,24,18,34,27,761,Sugarcane
564,Clayey,6.4,2.4,30,20,30,30,763,Cotton
565,Loamy,6.6,3.4,23,12,25,30,872,Cotton
566,Clayey,7.2,2.7,26,12,35,26,788,Wheat
567,Sandy,6.0,3.1,19,16,27,25,824,Bajra
568,Sandy,6.7,2.3,29,14,35,28,867,Wheat
569,Clayey,6.2,1.9,24,19,31,26,813,Wheat
570,Clayey,6.4,3.0,18,18,30,29,719,Wheat
571,Sandy,6.0,3.3,25,10,25,25,839,Rice
572,Loamy,7.0,2.5,22,12,34,26,847,Rice
573,Sandy,6.0,1.9,29,19,25,26,745,Cotton
574,Sandy,6.8,2.3,18,15,35,26,770,Sugarcane
575,Sandy,6.4,2.9,20,20,27,29,831,Cotton
576,Loamy,6.3,1.8,18,13,28,30,758,Mustard
577,Sandy,6.7,3.3,22,16,25,29,743,Rice
578,Loamy,6.1,2.7,28,20,28,29,714,Mustard
579,Loamy,7.2,3.5,20,11,30,30,774,Wheat
580,Loamy,7.4,2.7,24,11,34,25,730,Cotton
581,Loamy,7.4,3.1,20,11,30,28,714,Mustard
582,Loamy,6.6,2.5,23,17,31,27,780,Cotton
583,Loamy,6.1,1.5,22,11,27,28,844,Mustard
584,Loamy,6.7,3.1,26,14,29,25,828,Mustard
585,Loamy,7.4,1.8,23,19,28,29,827,Wheat
586,Clayey,6.8,1.8,24,12,30,30,764,Mustard
587,Loamy,7.1,1.6,30,12,34,27,793,Mustard
588,Loamy,6.0,1.9,29,19,34,27,748,Mustard
589,Loamy,6.1,2.8,23,13,28,28,776,Sugarcane
590,Clayey,6.5,1.6,21,16,34,29,842,Sugarcane
591,Sandy,6.9,2.3,23,17,35,28,723,Rice
592,Loamy,6.0,2.4,20,12,26,29,717,Wheat
593,Sandy,7.3,3.5,30,17,32,30,870,Sugarcane
594,Sandy,6.9,2.2,18,16,25,30,843,Bajra
595,Loamy,6.5,2.6,19,12,27,26,789,Wheat
596,Clayey,6.4,2.1,22,15,34,29,783,Rice
597,Clayey,6.3,2.7,18,14,28,28,873,Wheat
598,Clayey,6.7,3.0,30,18,30,26,806,Wheat
599,Sandy,6.4,2.0,24,12,34,29,894,Cotton
600,Loamy,7.0,2.1,19,14,28,30,858,Cotton
601,Loamy,6.8,2.7,30,16,30,28,743,Mustard
602,Clayey,6.2,1.6,21,19,25,30,734,Wheat
603,Loamy,6.8,1.7,29,15,26,28,848,Cotton
604,Sandy,7.4,3.4,30,18,25,29,709,Wheat
605,Sandy,7.1,2.7,24,11,29,25,823,Sugarcane
606,Sandy,7.4,3.4,22,10,26,25,808,Bajra
607,Sandy,6.9,3.1,29,10,31,30,726,Cotton
608,Loamy,6.7,3.2,24,16,30,28,741,Mustard
609,Clayey,6.0,1.7,29,14,31,29,725,Wheat
610,Loamy,6.6,2.4,20,20,32,25,749,Rice
611,Clayey,6.2,1.6,20,11,25,27,795,Rice
612,Loamy,7.4,2.6,30,20,25,29,800,Mustard
613,Clayey,6.2,1.8,25,16,30,28,727,Sugarcane
614,Sandy,6.9,3.5,27,16,29,25,766,Mustard
615,Loamy,6.5,2.4,28,10,28,28,852,Cotton
616,Sandy,6.4,2.7,19,19,26,29,761,Mustard
617,Loamy,6.3,2.8,20,16,29,26,714,Mustard
618,Sandy,6.2,3.2,29,16,33,28,750,Sugarcane
619,Sandy,6.3,3.4,22,18,35,25,753,Sugarcane
620,Sandy,6.3,1.5,25,15,33,25,843,Mustard
621,Loamy,6.1,1.6,26,15,27,25,760,Cotton
622,Loamy,6.4,1.6,27,17,35,30,750,Rice
623,Sandy,6.5,1.7,25,15,29,28,860,Sugarcane
624,Sandy,6.5,1.6,30,18,31,30,895,Wheat
625,Clayey,6.0,2.5,20,12,27,29,744,Mustard
626,Sandy,6.6,1.8,19,12,29,29,751,Cotton
627,Loamy,6.2,3.0,29,19,28,27,709,Bajra
628,Loamy,6.8,2.7,24,18,32,27,805,Mustard
629,Loamy,6.2,2.0,18,19,27,25,822,Rice
630,Clayey,7.4,2.0,30,10,29,28,883,Rice
631,Sandy,6.1,1.5,18,14,31,26,742,Cotton
632,Sandy,6.3,2.3,21,11,31,27,800,Bajra
633,Sandy,7.2,2.8,22,14,26,27,834,Sugarcane
634,Loamy,7.1,1.9,18,11,31,28,710,Rice
635,Clayey,6.3,2.9,20,12,27,30,706,Wheat
636,Loamy,7.4,2.3,19,15,33,26,899,Bajra
637,Sandy,7.2,2.7,28,19,25,28,869,Wheat
638,Loamy,6.9,1.9,19,17,35,27,858,Rice
639,Sandy,6.6,3.0,29,15,34,27,835,Bajra
640,Clayey,6.2,2.4,22,19,28,28,708,Cotton
641,Clayey,7.2,3.0,18,10,32,26,872,Cotton
642,Loamy,7.2,2.4,25,16,26,27,821,Rice
643,Clayey,7.1,2.3,20,15,26,30,807,Wheat
644,Clayey,7.2,2.7,26,11,30,25,797,Mustard
645,Loamy,6.9,1.7,27,12,28,26,788,Bajra
646,Clayey,7.1,1.6,28,14,28,29,751,Bajra
647,Clayey,7.1,2.3,24,19,28,28,728,Bajra
648,Loamy,6.9,2.0,29,16,31,25,738,Bajra
649,Loamy,7.3,2.2,23,13,26,27,834,Rice
650,Sandy,6.4,3.2,20,20,33,29,889,Wheat
651,Clayey,6.8,3.3,21,10,33,30,800,Mustard
652,Loamy,6.5,2.7,18,12,30,27,754,Sugarcane
653,Clayey,7.0,3.0,30,12,27,30,859,Rice
654,Sandy,7.4,2.6,27,16,28,25,847,Rice
655,Loamy,6.8,1.7,21,13,34,27,896,Cotton
656,Clayey,7.2,3.0,25,11,26,29,810,Rice
657,Clayey,6.3,3.5,20,17,26,29,744,Cotton
658,Sandy,7.1,1.9,25,10,29,27,781,Rice
659,Loamy,7.0,2.0,18,16,32,26,731,Sugarcane
660,Clayey,6.7,1.9,26,18,30,29,762,Rice
661,Sandy,6.6,2.2,20,12,26,26,785,Mustard
662,Sandy,6.3,1.7,28,14,32,27,800,Cotton
663,Sandy,6.3,2.0,19,10,29,28,724,Mustard
664,Sandy,7.5,1.9,24,14,30,25,762,Wheat
665,Sandy,6.4,2.3,26,14,30,30,762,Mustard
666,Sandy,7.1,1.8,23,15,30,26,841,Rice
667,Loamy,6.2,3.3,18,12,25,29,844,Bajra
668,Loamy,7.0,2.1,24,10,25,28,835,Mustard
669,Sandy,6.2,2.9,28,16,28,26,889,Rice
670,Sandy,7.1,3.2,23,14,33,28,761,Mustard
671,Sandy,6.5,2.5,18,10,32,27,727,Cotton
672,Loamy,6.8,2.0,28,18,26,27,841,Mustard
673,Loamy,7.3,1.9,23,12,32,28,846,Sugarcane
674,Loamy,7.3,1.8,28,12,26,30,747,Bajra
675,Clayey,6.1,2.7,25,10,28,30,741,Mustard
676,Loamy,6.6,3.1,27,14,31,25,782,Rice
677,Loamy,6.3,2.6,23,17,32,27,777,Cotton
678,Sandy,6.2,2.1,25,11,30,27,879,Bajra
679,Sandy,6.9,2.6,21,14,34,25,751,Sugarcane
680,Clayey,6.3,3.3,20,11,32,28,867,Rice
681,Clayey,6.0,2.6,24,12,32,29,744,Mustard
682,Loamy,6.6,2.0,23,20,26,25,885,Mustard
683,Clayey,6.8,2.5,25,20,28,27,854,Sugarcane
684,Clayey,6.4,2.5,27,20,28,29,837,Bajra
685,Loamy,6.1,2.0,29,16,26,28,712,Wheat
686,Clayey,7.1,2.3,30,19,31,25,774,Bajra
687,Sandy,7.2,3.1,30,17,31,26,832,Wheat
688,Loamy,6.8,3.1,23,11,26,27,722,Wheat
689,Loamy,7.2,2.0,27,17,30,26,793,Mustard
690,Loamy,7.1,1.6,28,16,30,30,710,Bajra
691,Sandy,6.8,2.3,28,20,34,26,722,Rice
692,Loamy,7.1,2.4,26,13,27,27,703,Sugarcane
693,Loamy,6.1,2.7,25,11,26,25,864,Wheat
694,Clayey,6.7,2.0,18,10,29,27,853,Cotton
695,Loamy,7.1,2.2,28,13,30,25,752,Wheat
696,Sandy,6.4,2.4,27,15,35,30,891,Sugarcane
697,Clayey,7.1,1.8,22,18,27,30,900,Rice
698,Loamy,7.0,3.3,24,20,30,29,886,Sugarcane
699,Sandy,6.1,1.7,23,17,31,27,849,Bajra
700,Sandy,6.8,1.7,19,17,33,28,721,Rice
701,Sandy,6.2,1.9,29,16,34,30,803,Mustard
702,Loamy,7.2,1.7,19,12,32,26,736,Sugarcane
703,Clayey,6.5,3.4,21,11,35,28,840,Sugarcane
704,Clayey,7.2,2.3,26,14,27,29,831,Wheat
705,Loamy,7.3,1.5,19,19,34,27,861,Bajra
706,Sandy,7.5,2.3,30,18,27,28,840,Rice
707,Sandy,6.6,3.3,20,14,27,26,721,Wheat
708,Loamy,6.2,1.8,23,18,28,25,866,Sugarcane
709,Clayey,6.6,2.4,21,17,30,30,850,Wheat
710,Loamy,6.3,3.0,26,11,27,30,852,Wheat
711,Clayey,6.4,3.1,19,14,30,30,704,Bajra
712,Loamy,6.6,1.6,29,10,32,26,898,Sugarcane
713,Loamy,6.9,2.6,23,15,26,27,893,Sugarcane
714,Sandy,7.1,2.9,21,14,30,28,744,Wheat
715,Loamy,6.7,2.4,23,13,29,29,890,Rice
716,Sandy,6.9,1.5,23,20,31,25,774,Rice
717,Sandy,6.3,2.8,26,18,31,26,735,Cotton
718,Clayey,6.2,3.4,20,12,33,26,731,Bajra
719,Loamy,6.6,2.4,29,19,30,29,873,Wheat
720,Clayey,6.4,3.5,26,18,32,29,825,Rice
721,Sandy,7.0,2.4,19,10,35,27,844,Bajra
722,Sandy,6.7,3.1,27,14,25,27,847,Rice
723,Clayey,7.1,2.2,22,17,29,30,741,Sugarcane
724,Loamy,6.2,2.8,19,15,32,29,776,Bajra
725,Clayey,6.5,2.6,27,18,31,28,725,Rice
726,Loamy,6.5,2.7,25,14,34,30,773,Wheat
727,Clayey,7.3,1.8,19,11,27,26,766,Mustard
728,Clayey,7.2,2.2,23,15,25,27,756,Cotton
729,Sandy,6.1,3.3,24,14,28,28,871,Wheat
730,Clayey,6.9,2.8,29,17,26,30,849,Sugarcane
731,Clayey,7.0,2.3,30,18,30,25,805,Bajra
732,Clayey,7.0,3.0,23,13,26,27,852,Sugarcane
733,Sandy,7.1,2.4,27,19,30,26,800,Bajra
734,Sandy,7.3,1.8,28,20,27,26,875,Sugarcane
735,Loamy,6.9,2.4,29,15,28,27,813,Sugarcane
736,Clayey,6.8,2.4,24,20,33,26,797,Mustard
737,Sandy,7.1,2.8,26,11,30,30,861,Cotton
738,Clayey,7.4,3.2,18,19,35,25,880,Mustard
739,Loamy,7.4,1.7,30,18,29,29,871,Bajra
740,Sandy,7.2,2.5,30,18,32,29,864,Cotton
741,Sandy,6.3,1.7,22,10,31,26,721,Bajra
742,Sandy,7.0,2.1,20,13,32,29,787,Mustard
743,Clayey,6.5,2.9,25,17,33,27,883,Rice
744,Sandy,6.6,2.2,18,13,27,25,771,Rice
745,Sandy,6.1,2.5,19,15,31,30,703,Rice
746,Loamy,6.7,3.4,19,17,29,29,763,Cotton
747,Sandy,7.5,1.7,20,15,28,28,771,Sugarcane
748,Clayey,7.3,2.4,29,17,28,25,899,Sugarcane
749,Sandy,6.8,3.2,24,14,28,27,751,Wheat
750,Loamy,7.1,1.7,20,16,25,26,826,Cotton
751,Sandy,7.5,1.6,22,11,28,25,861,Wheat
752,Sandy,7.1,2.9,28,15,29,29,758,Wheat
753,Sandy,6.6,1.8,26,12,31,25,777,Mustard
754,Sandy,6.7,2.1,26,13,31,30,864,Sugarcane
755,Sandy,7.4,2.6,24,12,35,30,702,Wheat
756,Loamy,7.4,2.4,19,19,35,27,887,Mustard
757,Loamy,6.2,3.1,29,15,26,28,748,Sugarcane
758,Loamy,7.2,1.9,30,10,25,27,722,Rice
759,Loamy,7.4,3.5,28,19,28,26,797,Rice
760,Loamy,7.4,2.0,25,14,33,25,766,Wheat
761,Loamy,7.0,2.3,29,17,26,29,740,Sugarcane
762,Sandy,6.3,1.8,29,14,28,25,834,Wheat
763,Sandy,6.5,2.7,29,10,27,29,886,Cotton
764,Sandy,6.1,2.5,21,11,29,25,788,Bajra
765,Loamy,7.0,1.9,21,18,34,29,845,Mustard
766,Sandy,6.3,2.1,20,13,27,29,817,Bajra
767,Loamy,6.3,3.1,19,12,33,29,758,Wheat
768,Sandy,6.9,2.0,23,20,30,26,877,Cotton
769,Clayey,7.3,3.2,26,15,26,29,788,Bajra
770,Clayey,6.1,3.1,24,20,25,25,880,Bajra
771,Clayey,6.6,3.2,30,16,32,30,889,Bajra
772,Clayey,6.8,2.0,22,10,34,30,818,Mustard
773,Loamy,7.1,3.0,26,14,32,25,809,Mustard
774,Sandy,6.6,2.5,23,10,35,27,842,Mustard
775,Loamy,7.0,1.9,29,19,31,30,767,Wheat
776,Clayey,6.9,2.3,25,12,29,30,733,Mustard
777,Sandy,6.6,1.7,20,19,25,30,732,Cotton
778,Sandy,7.3,3.2,19,13,33,30,769,Sugarcane
779,Loamy,6.8,2.6,22,17,31,26,794,Cotton
780,Loamy,7.2,2.9,28,16,27,29,875,Cotton
781,Sandy,7.2,1.6,22,12,25,29,887,Sugarcane
782,Sandy,7.0,2.0,22,13,29,25,747,Bajra
783,Loamy,6.9,3.4,18,15,32,25,713,Bajra
784,Sandy,6.3,2.2,25,18,32,28,762,Wheat
785,Loamy,7.4,2.2,29,15,31,27,863,Cotton
786,Clayey,6.7,1.7,18,15,30,27,840,Sugarcane
787,Sandy,6.5,2.4,21,11,26,29,805,Rice
788,Clayey,6.3,3.0,29,14,32,30,723,Rice
789,Loamy,6.1,3.0,18,15,35,28,736,Sugarcane
790,Loamy,6.2,2.9,24,18,29,28,765,Bajra
791,Loamy,6.7,2.1,21,13,25,25,873,Rice
792,Sandy,6.2,2.9,28,10,33,27,857,Rice
793,Loamy,6.4,2.7,22,19,25,30,748,Mustard
794,Sandy,6.5,2.5,27,11,32,30,854,Bajra
795,Sandy,6.6,1.9,30,18,32,29,711,Bajra
796,Sandy,7.1,2.2,25,11,34,29,766,Rice
797,Loamy,6.0,3.0,21,15,29,25,723,Wheat
798,Loamy,6.4,3.5,29,16,26,26,890,Bajra
799,Sandy,7.1,2.2,23,14,31,30,842,Cotton
800,Sandy,6.6,1.8,21,17,31,27,713,Wheat
801,Loamy,6.2,2.2,18,11,26,27,813,Wheat
802,Sandy,6.2,2.5,21,18,25,25,795,Cotton
803,Clayey,6.6,2.4,24,11,33,27,900,Cotton
804,Sandy,6.8,3.1,28,15,26,28,792,Wheat
805,Sandy,7.0,1.7,18,13,26,27,878,Sugarcane
806,Clayey,6.2,2.0,27,16,27,30,771,Bajra
807,Sandy,7.2,1.7,22,10,30,27,873,Rice
808,Clayey,6.7,2.3,22,12,30,25,740,Mustard
809,Clayey,6.5,2.5,28,10,29,30,793,Rice
810,Clayey,7.5,2.8,26,14,34,25,874,Rice
811,Sandy,6.5,1.9,20,14,25,27,816,Sugarcane
812,Sandy,7.4,2.4,18,13,28,25,778,Rice
813,Loamy,7.2,2.5,25,12,33,30,882,Mustard
814,Loamy,7.5,3.3,30,17,31,28,700,Sugarcane
815,Loamy,7.2,1.8,27,10,31,26,863,Bajra
816,Clayey,7.4,1.8,21,11,30,29,701,Cotton
817,Loamy,6.8,2.7,29,19,27,27,892,Wheat
818,Loamy,6.2,2.2,30,10,25,28,713,Wheat
819,Loamy,6.8,2.2,21,17,31,29,775,Wheat
820,Clayey,6.1,3.0,18,14,27,30,804,Mustard
821,Clayey,6.6,1.9,24,17,35,29,831,Rice
822,Sandy,6.1,3.3,22,10,26,26,861,Sugarcane
823,Loamy,6.2,3.4,20,11,28,26,700,Sugarcane
824,Loamy,7.3,3.4,29,14,26,26,837,Sugarcane
825,Sandy,7.4,2.9,21,19,26,27,790,Cotton
826,Loamy,7.0,2.6,28,13,26,25,899,Bajra
827,Sandy,6.1,2.9,19,18,28,29,798,Rice
828,Sandy,6.7,3.0,24,15,25,27,793,Cotton
829,Loamy,7.0,3.1,18,10,30,25,890,Rice
830,Clayey,7.0,1.7,29,19,34,27,859,Rice
831,Loamy,6.8,1.9,22,17,30,26,703,Sugarcane
832,Sandy,6.2,2.0,25,15,27,26,846,Wheat
833,Sandy,6.5,1.5,20,13,30,25,886,Mustard
834,Sandy,7.1,3.0,28,18,31,27,791,Wheat
835,Sandy,6.2,1.9,30,13,32,25,752,Wheat
836,Loamy,6.6,3.1,25,20,30,25,890,Sugarcane
837,Clayey,7.2,1.8,24,13,33,27,890,Cotton
838,Clayey,6.1,1.9,29,14,25,27,792,Cotton
839,Loamy,7.0,3.0,18,18,35,26,876,Sugarcane
840,Loamy,7.0,1.7,27,16,29,26,713,Mustard
841,Loamy,6.6,2.6,30,19,35,27,880,Bajra
842,Sandy,7.2,2.4,20,16,29,26,811,Mustard
843,Loamy,7.4,2.5,24,10,35,27,869,Cotton
844,Clayey,6.2,2.9,18,17,34,27,767,Sugarcane
845,Loamy,6.5,3.4,26,16,31,26,715,Cotton
846,Loamy,7.2,2.6,23,10,25,25,851,Bajra
847,Clayey,6.7,3.0,19,14,28,26,864,Bajra
848,Clayey,6.5,2.7,23,11,34,26,824,Cotton
849,Loamy,6.5,1.5,28,11,28,26,791,Mustard
850,Loamy,7.4,2.4,28,16,34,25,763,Sugarcane
851,Loamy,7.0,3.1,25,12,33,29,757,Bajra
852,Sandy,6.7,1.5,29,18,30,29,885,Mustard
853,Loamy,7.0,3.0,24,14,34,25,794,Wheat
854,Clayey,6.5,2.5,19,10,27,28,834,Wheat
855,Clayey,6.3,2.4,29,10,26,25,784,Mustard
856,Loamy,6.4,1.9,24,11,31,25,869,Sugarcane
857,Clayey,6.6,2.8,30,20,34,30,776,Sugarcane
858,Clayey,6.9,2.0,26,11,31,27,777,Bajra
859,Loamy,6.5,2.9,27,14,29,30,765,Mustard
860,Loamy,7.4,3.5,28,19,26,27,706,Bajra
861,Loamy,6.2,1.9,28,20,34,25,722,Cotton
862,Clayey,6.1,1.6,18,15,28,29,784,Bajra
863,Clayey,6.8,2.9,21,17,31,25,871,Sugarcane
864,Sandy,6.7,2.2,28,14,30,25,778,Wheat
865,Loamy,7.3,3.0,20,18,28,26,819,Mustard
866,Loamy,6.4,2.8,24,16,31,25,770,Cotton
867,Clayey,6.7,2.2,23,15,35,26,752,Rice
868,Clayey,6.3,2.5,21,17,33,30,732,Rice
869,Loamy,6.2,2.0,24,11,33,27,730,Wheat
870,Sandy,6.2,1.9,25,16,26,25,731,Cotton
871,Loamy,6.2,3.4,29,20,34,28,717,Mustard
872,Clayey,6.5,1.8,28,10,31,25,892,Mustard
873,Sandy,6.6,2.3,27,15,25,29,737,Cotton
874,Clayey,7.4,3.1,18,20,27,28,835,Cotton
875,Loamy,7.0,2.1,21,18,25,30,838,Rice
876,Clayey,6.3,1.7,27,16,26,28,725,Bajra
877,Loamy,7.2,2.4,30,12,34,30,896,Rice
878,Loamy,6.6,1.8,26,12,25,25,882,Cotton
879,Clayey,6.7,3.2,26,18,30,25,731,Mustard
880,Loamy,6.7,2.6,24,13,35,25,790,Bajra
881,Clayey,6.6,2.9,29,10,26,30,812,Sugarcane
882,Loamy,6.1,3.3,24,19,27,26,823,Sugarcane
883,Clayey,6.6,2.1,18,20,31,28,873,Mustard
884,Clayey,6.7,2.4,20,15,28,26,738,Cotton
885,Loamy,6.5,1.9,27,20,25,27,736,Cotton
886,Clayey,6.5,3.4,24,17,31,30,815,Mustard
887,Loamy,6.7,3.1,19,12,32,26,851,Wheat
888,Sandy,7.1,2.6,18,17,34,27,724,Wheat
889,Sandy,6.3,3.3,22,10,32,30,761,Mustard
890,Clayey,6.8,3.2,26,12,27,25,705,Mustard
891,Sandy,7.1,2.9,23,11,27,30,725,Cotton
892,Sandy,6.5,1.6,23,19,35,28,700,Rice
893,Loamy,6.1,1.6,30,10,31,30,723,Bajra
894,Clayey,7.4,2.3,20,15,30,28,873,Wheat
895,Loamy,7.2,3.0,18,16,33,28,706,Rice
896,Loamy,7.3,3.2,18,17,27,29,740,Bajra
897,Clayey,7.3,2.3,22,12,34,30,789,Sugarcane
898,Loamy,6.8,2.1,22,12,32,28,862,Wheat
899,Loamy,6.7,2.2,23,20,29,25,879,Mustard
900,Sandy,6.6,2.0,21,11,29,28,778,Sugarcane
901,Clayey,7.1,1.7,27,10,33,28,709,Rice
902,Loamy,6.5,2.9,26,10,30,25,792,Cotton
903,Sandy,7.4,2.2,19,14,29,28,856,Mustard
904,Clayey,6.9,2.0,21,10,26,26,742,Sugarcane
905,Loamy,6.6,2.5,24,17,29,26,705,Rice
906,Clayey,7.3,3.2,23,19,35,29,825,Wheat
907,Loamy,6.1,2.5,30,16,35,26,729,Rice
908,Clayey,6.9,2.6,26,13,25,30,872,Rice
909,Clayey,6.4,1.6,18,19,34,30,711,Sugarcane
910,Clayey,6.1,2.3,20,20,28,28,808,Wheat
911,Loamy,6.9,2.5,24,13,30,29,796,Mustard
912,Clayey,7.1,2.2,20,14,32,28,826,Bajra
913,Sandy,6.8,2.0,22,18,33,30,754,Mustard
914,Loamy,7.2,2.3,30,15,31,27,882,Wheat
915,Clayey,6.6,3.5,23,13,31,27,783,Bajra
916,Loamy,7.4,3.2,22,13,25,26,883,Cotton
917,Clayey,7.0,2.5,28,19,27,28,837,Wheat
918,Clayey,6.8,2.8,25,17,32,30,758,Wheat
919,Clayey,6.5,1.9,28,12,33,28,829,Wheat
